text,Canonical Name,Concept ID,TUI(s),Score,start,end
C2-type immunoglobulin-like domains,Immunoglobulin C2-set Domain,C1512660,T087,0.975593,19777,19780
antibody,"Immunoglobulin complex location, circulating",C3665580,T026,1,1553,1554
antibody,"Immunoglobulin complex location, circulating",C3665580,T026,1,23685,23686
antibody,"Immunoglobulin complex location, circulating",C3665580,T026,1,55480,55481
antibody,"Immunoglobulin complex location, circulating",C3665580,T026,1,57216,57217
immunoglobulin-like loop domains,Immunoglobulin Domains,C1512665,T087,0.879388,6732,6735
Immunoglobulin-like,Immunoglobulin Domains,C1512665,T087,0.902581,54622,54623
IgE,Immunoglobulin E measurement,C0202086,T059,1,12823,12824
IgE,Immunoglobulin E measurement,C0202086,T059,1,62842,62843
IgE,Immunoglobulin E measurement,C0202086,T059,1,62886,62887
IgG1,Immunoglobulin G Subclass 1 Measurement,C4049928,T059,1,12821,12822
IgG1,Immunoglobulin G Subclass 1 Measurement,C4049928,T059,1,62759,62760
Immunoglobulin isotype analysis,Immunoglobulin Isotypes,C0021017,"T116,T129",0.883878,6943,6946
immunoglobulin-like domains,Immunoglobulin-like Domain,C4255179,T087,1,80,82
immunoglobulin-like domains,Immunoglobulin-like Domain,C4255179,T087,1,1701,1703
Ig-like domains,Immunoglobulin-like Domain,C4255179,T087,1,5885,5887
immunoglobulin-like domain,Immunoglobulin-like Domain,C4255179,T087,1,6647,6649
Ig-like domain,Immunoglobulin-like Domain,C4255179,T087,1,25292,25294
Ig-like domain,Immunoglobulin-like Domain,C4255179,T087,1,25334,25336
Ig-like domain,Immunoglobulin-like Domain,C4255179,T087,1,25388,25390
immunoglobulin,Immunoglobulins,C0021027,"T116,T129",1,5766,5767
immunoglobulin locus,Immunoglobulins,C0021027,"T116,T129",0.870753,41170,41172
Dual immunoglobulin,Immunoglobulins,C0021027,"T116,T129",0.870686,59271,59273
Immunohistochemistry,Immunohistochemistry,C0021044,T060,1,2904,2905
immunohistochemistry,Immunohistochemistry,C0021044,T060,1,15746,15747
immunohistochemistry,Immunohistochemistry,C0021044,T060,1,29287,29288
Immunohistochemistry,Immunohistochemistry,C0021044,T060,1,36837,36838
Immunohistochemistry,Immunohistochemistry,C0021044,T060,1,54526,54527
immunohistochemistry,Immunohistochemistry,C0021044,T060,1,68911,68912
immunological,immunologic,C0205470,T169,1,13677,13678
immunoprecipitated,Immunoprecipitation,C0021069,T059,0.915097,1555,1556
immunoprecipitated,Immunoprecipitation,C0021069,T059,0.915097,17234,17235
immunoprecipitation,Immunoprecipitation,C0021069,T059,1,19569,19570
immunoprecipitation,Immunoprecipitation,C0021069,T059,1,22498,22499
immunoprecipitants,Immunoprecipitation,C0021069,T059,0.860046,23751,23752
coimmunoprecipitation,Immunoprecipitation,C0021069,T059,0.855014,37225,37226
immunoprecipitants,Immunoprecipitation,C0021069,T059,0.860046,38444,38445
immunoprecipitation,Immunoprecipitation,C0021069,T059,1,38974,38975
immunoprecipitations,Immunoprecipitation,C0021069,T059,0.946232,45584,45585
coimmunoprecipitation,Immunoprecipitation,C0021069,T059,0.855014,45841,45842
immunoprecipitated,Immunoprecipitation,C0021069,T059,0.915097,53513,53514
immunoprecipitation method,Immunoprecipitation,C0021069,T059,0.886239,57280,57282
immunoprecipitants,Immunoprecipitation,C0021069,T059,0.860046,57294,57295
Coimmunoprecipitation,Immunoprecipitation,C0021069,T059,0.855014,60805,60806
immunoprecipitated,Immunoprecipitation,C0021069,T059,0.915097,61246,61247
immunoreactivity,immunoreactivity,C0597879,T044,1,20847,20848
immunoreactivity,immunoreactivity,C0597879,T044,1,23702,23703
immunoreactivity,immunoreactivity,C0597879,T044,1,23732,23733
immunoreactivity,immunoreactivity,C0597879,T044,1,57213,57214
impact,Impact food supplement,C0726639,T168,1,47361,47362
impacted,Impacted tooth,C0040456,T190,1,69868,69869
impaired,Impaired,C0221099,T169,1,13257,13258
impaired,Impaired,C0221099,T169,1,29275,29276
impaired,Impaired,C0221099,T169,1,29375,29376
impaired,Impaired,C0221099,T169,1,29625,29626
impaired,Impaired,C0221099,T169,1,32647,32648
impaired,Impaired,C0221099,T169,1,33835,33836
impaired,Impaired,C0221099,T169,1,41996,41997
impaired,Impaired,C0221099,T169,1,46743,46744
impaired,Impaired,C0221099,T169,1,47595,47596
impaired,Impaired,C0221099,T169,1,48796,48797
Impaired,Impaired,C0221099,T169,1,49161,49162
impaired,Impaired,C0221099,T169,1,49196,49197
impaired,Impaired,C0221099,T169,1,50945,50946
impaired,Impaired,C0221099,T169,1,53398,53399
Impaired,Impaired,C0221099,T169,1,59174,59175
impaired,Impaired,C0221099,T169,1,62334,62335
impaired,Impaired,C0221099,T169,1,63869,63870
impaired,Impaired,C0221099,T169,1,66180,66181
impaired,Impaired,C0221099,T169,1,68331,68332
impaired,Impaired,C0221099,T169,1,69343,69344
cognitive deficit,Impaired cognition,C0338656,T048,1,68988,68990
impairment,Impaired health,C0684336,T046,1,26117,26118
impairment,Impaired health,C0684336,T046,1,44548,44549
impairment,Impaired health,C0684336,T046,1,49179,49180
impairment,Impaired health,C0684336,T046,1,49216,49217
impairment,Impaired health,C0684336,T046,1,60177,60178
impairments,Impaired health,C0684336,T046,1,68556,68557
thrombin-induced platelet aggregation,Impaired thrombin-induced platelet aggregation,C4023153,T033,0.898776,62317,62320
implantation,Implantation procedure,C0021107,T061,1,24210,24211
uptake,Import into cell,C3888108,T043,1,34498,34499
uptake,Import into cell,C3888108,T043,1,34511,34512
uptake,Import into cell,C3888108,T043,1,34539,34540
uptake,Import into cell,C3888108,T043,1,52349,52350
uptake,Import into cell,C3888108,T043,1,52405,52406
imprinted,Imprinting (Psychology),C0021118,T041,1,42818,42819
In situ,In situ,C0444498,T082,1,705,707
In situ,In situ,C0444498,T082,1,1589,1591
In situ,In situ,C0444498,T082,1,2875,2877
In situ,In situ,C0444498,T082,1,5695,5697
In situ,In situ,C0444498,T082,1,9207,9209
in situ,In situ,C0444498,T082,1,9286,9288
In situ,In situ,C0444498,T082,1,10738,10740
In situ,In situ,C0444498,T082,1,10996,10998
in situ,In situ,C0444498,T082,1,11659,11661
in situ,In situ,C0444498,T082,1,12400,12402
in situ,In situ,C0444498,T082,1,16680,16682
In situ,In situ,C0444498,T082,1,38389,38391
in situ hybridization,In Situ Hybridization,C0162788,T063,1,9146,9149
in situ hybridization,In Situ Hybridization,C0162788,T063,1,12332,12335
in situ hybridization,In Situ Hybridization,C0162788,T063,1,14146,14149
in situ hybridization,In Situ Hybridization,C0162788,T063,1,15719,15722
in situ hybridization,In Situ Hybridization,C0162788,T063,1,16099,16102
in situ hybridization,In Situ Hybridization,C0162788,T063,1,16640,16643
in situ hybridization,In Situ Hybridization,C0162788,T063,1,18985,18988
in situ hybridization,In Situ Hybridization,C0162788,T063,1,22873,22876
in situ hybridization,In Situ Hybridization,C0162788,T063,1,54870,54873
in vitro,in vitro,C1533691,T080,1,2930,2932
in vitro,in vitro,C1533691,T080,1,4701,4703
in vitro,in vitro,C1533691,T080,1,5463,5465
in vitro,in vitro,C1533691,T080,1,5512,5514
In vitro,in vitro,C1533691,T080,1,5913,5915
in vitro,in vitro,C1533691,T080,1,6804,6806
in vitro,in vitro,C1533691,T080,1,8089,8091
in vitro,in vitro,C1533691,T080,1,8553,8555
in vitro,in vitro,C1533691,T080,1,9466,9468
in vitro,in vitro,C1533691,T080,1,11750,11752
in vitro,in vitro,C1533691,T080,1,12514,12516
in vitro,in vitro,C1533691,T080,1,12566,12568
in vitro,in vitro,C1533691,T080,1,12617,12619
in vitro,in vitro,C1533691,T080,1,15125,15127
in vitro,in vitro,C1533691,T080,1,17769,17771
in vitro,in vitro,C1533691,T080,1,17833,17835
in vitro,in vitro,C1533691,T080,1,17879,17881
in vitro,in vitro,C1533691,T080,1,21931,21933
in vitro,in vitro,C1533691,T080,1,22094,22096
In vitro,in vitro,C1533691,T080,1,23767,23769
in vitro,in vitro,C1533691,T080,1,24223,24225
in vitro,in vitro,C1533691,T080,1,27865,27867
in vitro,in vitro,C1533691,T080,1,28626,28628
in vitro,in vitro,C1533691,T080,1,28801,28803
in vitro,in vitro,C1533691,T080,1,28847,28849
in vitro,in vitro,C1533691,T080,1,28868,28870
in vitro,in vitro,C1533691,T080,1,28966,28968
in vitro,in vitro,C1533691,T080,1,29118,29120
in vitro,in vitro,C1533691,T080,1,31008,31010
in vitro,in vitro,C1533691,T080,1,31246,31248
in vitro,in vitro,C1533691,T080,1,31688,31690
in vitro,in vitro,C1533691,T080,1,31935,31937
in vitro,in vitro,C1533691,T080,1,32252,32254
in vitro,in vitro,C1533691,T080,1,34367,34369
in vitro,in vitro,C1533691,T080,1,34630,34632
in vitro,in vitro,C1533691,T080,1,34711,34713
In vitro,in vitro,C1533691,T080,1,35208,35210
in vitro,in vitro,C1533691,T080,1,38760,38762
in vitro,in vitro,C1533691,T080,1,40249,40251
in vitro,in vitro,C1533691,T080,1,40279,40281
in vitro,in vitro,C1533691,T080,1,41050,41052
in vitro,in vitro,C1533691,T080,1,42641,42643
in vitro,in vitro,C1533691,T080,1,44297,44299
in vitro,in vitro,C1533691,T080,1,46082,46084
in vitro,in vitro,C1533691,T080,1,48797,48799
in vitro,in vitro,C1533691,T080,1,50269,50271
in vitro,in vitro,C1533691,T080,1,50383,50385
in vitro,in vitro,C1533691,T080,1,50920,50922
in vitro,in vitro,C1533691,T080,1,52109,52111
In vitro,in vitro,C1533691,T080,1,52609,52611
in vitro,in vitro,C1533691,T080,1,53336,53338
in vitro,in vitro,C1533691,T080,1,55455,55457
in vitro,in vitro,C1533691,T080,1,56717,56719
in vitro,in vitro,C1533691,T080,1,57864,57866
in vitro,in vitro,C1533691,T080,1,58136,58138
in vitro,in vitro,C1533691,T080,1,61386,61388
In vitro,in vitro,C1533691,T080,1,62307,62309
in vitro,in vitro,C1533691,T080,1,62350,62352
in vitro,in vitro,C1533691,T080,1,62788,62790
in vitro,in vitro,C1533691,T080,1,62801,62803
in vitro,in vitro,C1533691,T080,1,63587,63589
In vitro,in vitro,C1533691,T080,1,63699,63701
in vitro,in vitro,C1533691,T080,1,63753,63755
in vitro,in vitro,C1533691,T080,1,64817,64819
in vitro,in vitro,C1533691,T080,1,68948,68950
in vivo,in vivo,C1515655,T082,1,2981,2983
in vivo,in vivo,C1515655,T082,1,3405,3407
in vivo,in vivo,C1515655,T082,1,3485,3487
in vivo,in vivo,C1515655,T082,1,5515,5517
in vivo,in vivo,C1515655,T082,1,8547,8549
In vivo,in vivo,C1515655,T082,1,8583,8585
in vivo,in vivo,C1515655,T082,1,9469,9471
in vivo,in vivo,C1515655,T082,1,11112,11114
in vivo,in vivo,C1515655,T082,1,11753,11755
in vivo,in vivo,C1515655,T082,1,11764,11766
in vivo,in vivo,C1515655,T082,1,12563,12565
in vivo,in vivo,C1515655,T082,1,12620,12622
in vivo,in vivo,C1515655,T082,1,13964,13966
in vivo,in vivo,C1515655,T082,1,15373,15375
in vivo,in vivo,C1515655,T082,1,15937,15939
in vivo,in vivo,C1515655,T082,1,15952,15954
in vivo,in vivo,C1515655,T082,1,16810,16812
in vivo,in vivo,C1515655,T082,1,17772,17774
in vivo,in vivo,C1515655,T082,1,17806,17808
in vivo,in vivo,C1515655,T082,1,20154,20156
in vivo,in vivo,C1515655,T082,1,20270,20272
in vivo,in vivo,C1515655,T082,1,21015,21017
in vivo,in vivo,C1515655,T082,1,21027,21029
in vivo,in vivo,C1515655,T082,1,21414,21416
in vivo,in vivo,C1515655,T082,1,24322,24324
in vivo,in vivo,C1515655,T082,1,26063,26065
in vivo,in vivo,C1515655,T082,1,27899,27901
in vivo,in vivo,C1515655,T082,1,28791,28793
in vivo,in vivo,C1515655,T082,1,28963,28965
In vivo,in vivo,C1515655,T082,1,31005,31007
in vivo,in vivo,C1515655,T082,1,31249,31251
in vivo,in vivo,C1515655,T082,1,31702,31704
in vivo,in vivo,C1515655,T082,1,32903,32905
in vivo,in vivo,C1515655,T082,1,33072,33074
in vivo,in vivo,C1515655,T082,1,33157,33159
in vivo,in vivo,C1515655,T082,1,33196,33198
in vivo,in vivo,C1515655,T082,1,34659,34661
in vivo,in vivo,C1515655,T082,1,37631,37633
in vivo,in vivo,C1515655,T082,1,37938,37940
in vivo,in vivo,C1515655,T082,1,38164,38166
in vivo,in vivo,C1515655,T082,1,38202,38204
in vivo,in vivo,C1515655,T082,1,38296,38298
in vivo,in vivo,C1515655,T082,1,38770,38772
in vivo,in vivo,C1515655,T082,1,41898,41900
in vivo,in vivo,C1515655,T082,1,44350,44352
in vivo,in vivo,C1515655,T082,1,45561,45563
in vivo,in vivo,C1515655,T082,1,46094,46096
in vivo,in vivo,C1515655,T082,1,46746,46748
in vivo,in vivo,C1515655,T082,1,50272,50274
in vivo,in vivo,C1515655,T082,1,50333,50335
in vivo,in vivo,C1515655,T082,1,50931,50933
in vivo,in vivo,C1515655,T082,1,51252,51254
in vivo,in vivo,C1515655,T082,1,51655,51657
In vivo,in vivo,C1515655,T082,1,51764,51766
in vivo,in vivo,C1515655,T082,1,52124,52126
in vivo,in vivo,C1515655,T082,1,53077,53079
in vivo,in vivo,C1515655,T082,1,53339,53341
in vivo,in vivo,C1515655,T082,1,55021,55023
in vivo,in vivo,C1515655,T082,1,55096,55098
in vivo,in vivo,C1515655,T082,1,55520,55522
in vivo,in vivo,C1515655,T082,1,56210,56212
in vivo,in vivo,C1515655,T082,1,56395,56397
in vivo,in vivo,C1515655,T082,1,57867,57869
in vivo,in vivo,C1515655,T082,1,58139,58141
In vivo,in vivo,C1515655,T082,1,58761,58763
in vivo,in vivo,C1515655,T082,1,60107,60109
in vivo,in vivo,C1515655,T082,1,61415,61417
in vivo,in vivo,C1515655,T082,1,62159,62161
In vivo,in vivo,C1515655,T082,1,62321,62323
in vivo,in vivo,C1515655,T082,1,63166,63168
in vivo,in vivo,C1515655,T082,1,63704,63706
in vivo,in vivo,C1515655,T082,1,63733,63735
in vivo,in vivo,C1515655,T082,1,63760,63762
in vivo,in vivo,C1515655,T082,1,63913,63915
In vivo,in vivo,C1515655,T082,1,64186,64188
In vivo,in vivo,C1515655,T082,1,68260,68262
in vivo,in vivo,C1515655,T082,1,68785,68787
in vivo,in vivo,C1515655,T082,1,69923,69925
in vivo,in vivo,C1515655,T082,1,70043,70045
in vivo,in vivo,C1515655,T082,1,70253,70255
Inactivation,inactivation,C0544461,T169,1,14288,14289
inactivation,inactivation,C0544461,T169,1,29467,29468
inactivation,inactivation,C0544461,T169,1,29996,29997
inactivation,inactivation,C0544461,T169,1,46612,46613
inactivation,inactivation,C0544461,T169,1,56354,56355
inactivation,inactivation,C0544461,T169,1,69291,69292
inactive,Inactive Healthcare Coverage,C3244313,T033,1,15765,15766
inappropriate,Inappropriate Specimen,C3537135,T080,1,52504,52505
incidence,Incidence,C0021149,T081,1,21730,21731
incidence,Incidence,C0021149,T081,1,29920,29921
inclusion,Inclusion,C1512693,T080,1,36683,36684
incompetence,Incompetence,C0231189,T046,1,43144,43145
incorporation,incorporation,C0243126,T169,1,44995,44996
increase,Increase,C0442805,T169,1,1149,1150
increase,Increase,C0442805,T169,1,7418,7419
increase,Increase,C0442805,T169,1,8615,8616
increase,Increase,C0442805,T169,1,9614,9615
increase,Increase,C0442805,T169,1,21913,21914
increase,Increase,C0442805,T169,1,26132,26133
increase,Increase,C0442805,T169,1,30285,30286
increase,Increase,C0442805,T169,1,37915,37916
increase,Increase,C0442805,T169,1,37991,37992
increase,Increase,C0442805,T169,1,40034,40035
increase,Increase,C0442805,T169,1,46862,46863
increase,Increase,C0442805,T169,1,53021,53022
increase,Increase,C0442805,T169,1,53223,53224
increase,Increase,C0442805,T169,1,54983,54984
increase,Increase,C0442805,T169,1,59160,59161
increase,Increase,C0442805,T169,1,62173,62174
increase,Increase,C0442805,T169,1,63801,63802
increase,Increase,C0442805,T169,1,66318,66319
increase,Increase,C0442805,T169,1,68318,68319
increased,Increased,C0205217,T081,1,556,557
increased,Increased,C0205217,T081,1,6885,6886
increased,Increased,C0205217,T081,1,6924,6925
increased,Increased,C0205217,T081,1,7394,7395
increases,Increased,C0205217,T081,1,8954,8955
increases,Increased,C0205217,T081,1,9699,9700
increases,Increased,C0205217,T081,1,11772,11773
augmented,Increased,C0205217,T081,1,13716,13717
increases,Increased,C0205217,T081,1,13846,13847
increased,Increased,C0205217,T081,1,14243,14244
increases,Increased,C0205217,T081,1,14320,14321
increased,Increased,C0205217,T081,1,14343,14344
increased,Increased,C0205217,T081,1,15461,15462
increased,Increased,C0205217,T081,1,15481,15482
increased,Increased,C0205217,T081,1,15514,15515
increased,Increased,C0205217,T081,1,17166,17167
increased,Increased,C0205217,T081,1,17229,17230
increases,Increased,C0205217,T081,1,19427,19428
increases,Increased,C0205217,T081,1,19459,19460
increased,Increased,C0205217,T081,1,21189,21190
increased,Increased,C0205217,T081,1,21237,21238
increased,Increased,C0205217,T081,1,22267,22268
increased,Increased,C0205217,T081,1,27855,27856
increased,Increased,C0205217,T081,1,27995,27996
increased,Increased,C0205217,T081,1,28017,28018
increased,Increased,C0205217,T081,1,28347,28348
increased,Increased,C0205217,T081,1,28527,28528
increases,Increased,C0205217,T081,1,30043,30044
increased,Increased,C0205217,T081,1,32274,32275
increased,Increased,C0205217,T081,1,32324,32325
increased,Increased,C0205217,T081,1,33091,33092
increased,Increased,C0205217,T081,1,34113,34114
increased,Increased,C0205217,T081,1,37108,37109
increased,Increased,C0205217,T081,1,37921,37922
increases,Increased,C0205217,T081,1,40242,40243
increased,Increased,C0205217,T081,1,42935,42936
increased,Increased,C0205217,T081,1,47776,47777
increased,Increased,C0205217,T081,1,48781,48782
increased,Increased,C0205217,T081,1,49250,49251
increased,Increased,C0205217,T081,1,51229,51230
increased,Increased,C0205217,T081,1,51241,51242
increased,Increased,C0205217,T081,1,51289,51290
increased,Increased,C0205217,T081,1,51340,51341
increased,Increased,C0205217,T081,1,51606,51607
increased,Increased,C0205217,T081,1,52344,52345
increased,Increased,C0205217,T081,1,52378,52379
increased,Increased,C0205217,T081,1,52398,52399
increased,Increased,C0205217,T081,1,52411,52412
increased,Increased,C0205217,T081,1,53006,53007
increases,Increased,C0205217,T081,1,53059,53060
increased,Increased,C0205217,T081,1,53328,53329
increased,Increased,C0205217,T081,1,53402,53403
augmented,Increased,C0205217,T081,1,54109,54110
increased,Increased,C0205217,T081,1,54183,54184
increased,Increased,C0205217,T081,1,55032,55033
increased,Increased,C0205217,T081,1,55429,55430
increased,Increased,C0205217,T081,1,56913,56914
increased,Increased,C0205217,T081,1,57093,57094
increased,Increased,C0205217,T081,1,57633,57634
increased,Increased,C0205217,T081,1,58951,58952
increased,Increased,C0205217,T081,1,58956,58957
increased,Increased,C0205217,T081,1,58977,58978
increased,Increased,C0205217,T081,1,59322,59323
increased,Increased,C0205217,T081,1,59384,59385
increased,Increased,C0205217,T081,1,60300,60301
increased,Increased,C0205217,T081,1,61363,61364
increased,Increased,C0205217,T081,1,62373,62374
increased,Increased,C0205217,T081,1,62436,62437
increased,Increased,C0205217,T081,1,63174,63175
increased,Increased,C0205217,T081,1,64055,64056
increased,Increased,C0205217,T081,1,64151,64152
increased,Increased,C0205217,T081,1,64197,64198
increases,Increased,C0205217,T081,1,65022,65023
increased,Increased,C0205217,T081,1,65832,65833
increased,Increased,C0205217,T081,1,66184,66185
increased,Increased,C0205217,T081,1,66239,66240
increased,Increased,C0205217,T081,1,66299,66300
increased,Increased,C0205217,T081,1,66325,66326
increased,Increased,C0205217,T081,1,66422,66423
increased,Increased,C0205217,T081,1,66448,66449
increased,Increased,C0205217,T081,1,66458,66459
increases,Increased,C0205217,T081,1,66504,66505
increased,Increased,C0205217,T081,1,66543,66544
increases,Increased,C0205217,T081,1,68156,68157
increased,Increased,C0205217,T081,1,70192,70193
Increased,Increased,C0205217,T081,1,70625,70626
increased,Increased,C0205217,T081,1,70659,70660
increasing,Increasing,C0442808,T169,1,40256,40257
increasing,Increasing,C0442808,T169,1,43874,43875
increasing,Increasing,C0442808,T169,1,52358,52359
incremental,Increment,C1705117,T081,1,63800,63801
independent,Independently able,C1299583,T033,1,22730,22731
indication,Indication,C3146298,T078,1,40305,40306
reasons,Indication of (contextual qualifier),C0392360,T078,1,50000,50001
individual,Individual - insurance coverage level,C3245468,T078,1,411,412
individual,Individual - insurance coverage level,C3245468,T078,1,8353,8354
individual,Individual - insurance coverage level,C3245468,T078,1,12977,12978
individuals,Individual - insurance coverage level,C3245468,T078,0.880187,22584,22585
individuals,Individual - insurance coverage level,C3245468,T078,0.880187,27638,27639
individual,Individual - insurance coverage level,C3245468,T078,1,39144,39145
individual,Individual - insurance coverage level,C3245468,T078,1,40004,40005
individuals,Individual - insurance coverage level,C3245468,T078,0.880187,59817,59818
individual,Individual - insurance coverage level,C3245468,T078,1,65406,65407
induce,Induce (action),C0205263,T169,1,1762,1763
induction,Induce (action),C0205263,T169,1,6364,6365
induce,Induce (action),C0205263,T169,1,11886,11887
Induced,Induce (action),C0205263,T169,1,13074,13075
induced,Induce (action),C0205263,T169,1,13097,13098
induce,Induce (action),C0205263,T169,1,13137,13138
induced,Induce (action),C0205263,T169,1,14658,14659
induced,Induce (action),C0205263,T169,1,15776,15777
induced,Induce (action),C0205263,T169,1,17030,17031
induced,Induce (action),C0205263,T169,1,17336,17337
induced,Induce (action),C0205263,T169,1,18029,18030
induced,Induce (action),C0205263,T169,1,19441,19442
induction,Induce (action),C0205263,T169,1,19667,19668
induced,Induce (action),C0205263,T169,1,22092,22093
induce,Induce (action),C0205263,T169,1,22190,22191
induced,Induce (action),C0205263,T169,1,23218,23219
induced,Induce (action),C0205263,T169,1,26983,26984
induced,Induce (action),C0205263,T169,1,28521,28522
Induction,Induce (action),C0205263,T169,1,31372,31373
induced,Induce (action),C0205263,T169,1,31778,31779
induced,Induce (action),C0205263,T169,1,33120,33121
induced,Induce (action),C0205263,T169,1,35063,35064
induced,Induce (action),C0205263,T169,1,36564,36565
induced,Induce (action),C0205263,T169,1,41935,41936
induce,Induce (action),C0205263,T169,1,42017,42018
induced,Induce (action),C0205263,T169,1,42050,42051
induced,Induce (action),C0205263,T169,1,42424,42425
induced,Induce (action),C0205263,T169,1,42447,42448
induced,Induce (action),C0205263,T169,1,42950,42951
induced,Induce (action),C0205263,T169,1,42968,42969
induced,Induce (action),C0205263,T169,1,43146,43147
induced,Induce (action),C0205263,T169,1,43565,43566
induced,Induce (action),C0205263,T169,1,43855,43856
induced,Induce (action),C0205263,T169,1,43902,43903
induced,Induce (action),C0205263,T169,1,45020,45021
induction,Induce (action),C0205263,T169,1,45742,45743
induce,Induce (action),C0205263,T169,1,45892,45893
induced,Induce (action),C0205263,T169,1,46380,46381
induction,Induce (action),C0205263,T169,1,48642,48643
induction,Induce (action),C0205263,T169,1,48980,48981
induced,Induce (action),C0205263,T169,1,51719,51720
inducible,Induce (action),C0205263,T169,1,55327,55328
induction,Induce (action),C0205263,T169,1,57694,57695
induced,Induce (action),C0205263,T169,1,58204,58205
induction,Induce (action),C0205263,T169,1,58581,58582
induction,Induce (action),C0205263,T169,1,58680,58681
induce,Induce (action),C0205263,T169,1,59526,59527
induced,Induce (action),C0205263,T169,1,59627,59628
induced,Induce (action),C0205263,T169,1,61162,61163
induced,Induce (action),C0205263,T169,1,61223,61224
induction,Induce (action),C0205263,T169,1,61550,61551
induction,Induce (action),C0205263,T169,1,63014,63015
induction,Induce (action),C0205263,T169,1,63018,63019
induction,Induce (action),C0205263,T169,1,64809,64810
induce,Induce (action),C0205263,T169,1,70511,70512
inducer,Inducer,C3898767,T167,1,24986,24987
machinery,Industrial machine,C0337076,T073,1,44448,44449
inefficient,Inefficient,C0231185,T169,1,64290,64291
newborn mice,"Infant, Newborn",C0021289,T100,0.898761,49815,49817
infection,Infection,C3714514,T046,1,6927,6928
infection,Infection,C3714514,T046,1,18098,18099
infection,Infection,C3714514,T046,1,21208,21209
infection,Infection,C3714514,T046,1,63182,63183
infection,Infection,C3714514,T046,1,63230,63231
sterile,Infertility,C0021359,T046,1,26113,26114
infertility,Infertility,C0021359,T046,1,54778,54779
infertility genes,Infertility,C0021359,T046,0.865375,54938,54940
infertility,Infertility,C0021359,T046,1,69892,69893
infertility,Infertility,C0021359,T046,1,69904,69905
infertile men,Infertility,C0021359,T046,0.915028,69917,69919
infertility,Infertility,C0021359,T046,1,69947,69948
inflammation,Inflammation,C0021368,T046,1,27008,27009
inflammation,Inflammation,C0021368,T046,1,49092,49093
inflammation,Inflammation,C0021368,T046,1,49274,49275
inflammation,Inflammation,C0021368,T046,1,61414,61415
inflammatory cells,Inflammatory cell,C0440752,T025,1,53314,53316
influences,Influence,C4054723,T077,0.891461,21713,21714
influences,Influence,C4054723,T077,0.891461,21728,21729
influence,Influence,C4054723,T077,1,23160,23161
influences,Influence,C4054723,T077,0.891461,35601,35602
influence,Influence,C4054723,T077,1,38872,38873
influence,Influence,C4054723,T077,1,39462,39463
influences,Influence,C4054723,T077,0.891461,40269,40270
influenced,Influence,C4054723,T077,0.89405,51323,51324
influence,Influence,C4054723,T077,1,67194,67195
influence,Influence,C4054723,T077,1,67200,67201
information,Information,C1533716,T078,1,12118,12119
information,Information,C1533716,T078,1,13180,13181
information,Information,C1533716,T078,1,16608,16609
information,Information,C1533716,T078,1,26731,26732
information,Information,C1533716,T078,1,31694,31695
information,Information,C1533716,T078,1,34911,34912
information,Information,C1533716,T078,1,49120,49121
information,Information,C1533716,T078,1,65752,65753
inhibited,inhibited,C0311403,T080,1,7892,7893
inhibited,inhibited,C0311403,T080,1,7940,7941
inhibited,inhibited,C0311403,T080,1,17454,17455
inhibited,inhibited,C0311403,T080,1,19812,19813
inhibited,inhibited,C0311403,T080,1,21478,21479
inhibited,inhibited,C0311403,T080,1,25809,25810
inhibited,inhibited,C0311403,T080,1,25862,25863
inhibited,inhibited,C0311403,T080,1,30351,30352
inhibited,inhibited,C0311403,T080,1,30423,30424
inhibited,inhibited,C0311403,T080,1,37558,37559
inhibited,inhibited,C0311403,T080,1,47995,47996
inhibited,inhibited,C0311403,T080,1,57109,57110
inhibited,inhibited,C0311403,T080,1,57132,57133
inhibited,inhibited,C0311403,T080,1,59444,59445
inhibited,inhibited,C0311403,T080,1,61231,61232
inhibited,inhibited,C0311403,T080,1,62346,62347
inhibited,inhibited,C0311403,T080,1,63344,63345
inhibited,inhibited,C0311403,T080,1,64027,64028
inhibited,inhibited,C0311403,T080,1,64820,64821
inhibiting,Inhibition,C3463820,T052,1,34019,34020
inhibitory,Inhibition,C3463820,T052,1,42995,42996
inhibiting,Inhibition,C3463820,T052,1,47706,47707
inhibiting,Inhibition,C3463820,T052,1,54289,54290
growth inhibition,inhibition of growth,C2249823,T040,0.979955,17343,17345
inhibitor,Inhibitor,C1999216,T080,1,14282,14283
inhibitor,Inhibitor,C1999216,T080,1,17257,17258
inhibitor,Inhibitor,C1999216,T080,1,21457,21458
inhibitor,Inhibitor,C1999216,T080,1,34139,34140
inhibitor,Inhibitor,C1999216,T080,1,43560,43561
inhibitor,Inhibitor,C1999216,T080,1,48008,48009
inhibitor,Inhibitor,C1999216,T080,1,55498,55499
inhibitor,Inhibitor,C1999216,T080,1,59693,59694
inhibitor,Inhibitor,C1999216,T080,1,60537,60538
inhibitor,Inhibitor,C1999216,T080,1,61373,61374
inhibitors,inhibitors,C0243077,T120,1,22948,22949
inhibitors,inhibitors,C0243077,T120,1,53746,53747
inhibitors,inhibitors,C0243077,T120,1,59678,59679
inhibitors,inhibitors,C0243077,T120,1,70541,70542
initiate,Initiate (source type),C1548602,T078,1,60091,60092
injection,Injection,C1272883,T122,1,30823,30824
injections,Injection Route of Drug Administration,C1828121,T169,1,13779,13780
inner cell mass,Inner cell mass,C1283994,T018,1,24220,24223
